Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,tag
Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,,,Little Orbit,E,Video Games
12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,,Video Games
Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,,,,,,,Video Games
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,h.a.n.d. Inc.,T,Video Games
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,Treasure,E10+,Video Games
C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,,Video Games
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,,,Starfish SD,E,Video Games
Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,,,KCEA,E,Video Games
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E,Video Games
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0,Team 17,T,Video Games
Dream C Club,X360,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,,Video Games
Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,,,,Video Games
The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,,,Brash Entertainment,E,Video Games
Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,,,Plato,E10+,Video Games
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8.0,5.0,Pandemic Studios,M,Video Games
Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,Video Games
Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,,,Ubisoft,E,Video Games
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,Kadokawa,M,Video Games
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,,,Electronic Arts,E,Video Games
Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,,Video Games
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6.0,9.0,Ubisoft,E,Video Games
My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.0,0.07,,,,,,,Video Games
Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,,,Video Games
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,Next Level Games,E,Video Games
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,,,,Video Games
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,Revolution Software,T,Video Games
Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0,Remedy Entertainment,T,Video Games
Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,,,Altron,E,Video Games
Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,,,Matrix Software,E10+,Video Games
Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,Piranha Bytes,M,Video Games
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,Irem,E10+,Video Games
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5.0,5.0,Silver Wish Games,T,Video Games
187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,Ubisoft Paris,M,Video Games
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,Runtime,E10+,Video Games
Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,,,BudCat,E,Video Games
Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,Light Weight,M,Video Games
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,2K Sports,T,Video Games
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,Big Huge Games,T,Video Games
Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,,,Gammick Entertainment,T,Video Games
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,DiP Interactive,E10+,Video Games
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,Black Lantern Studios,E,Video Games
Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,,,Westwood Studios,T,Video Games
July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,,,City Interactive,T,Video Games
Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,,,DC Studios,E,Video Games
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,,,Video Games
Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,KCET,M,Video Games
You Don't Know Jack,DS,2011,Misc,THQ,0.06,0.0,0.0,0.0,0.06,,,,,Jellyvision,T,Video Games
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,Argonaut Games,E,Video Games
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,Codemasters,E,Video Games
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,6.0,5.0,FUN Labs,T,Video Games
Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,"Image Epoch, Imageepoch",M,Video Games
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7.0,12.0,Rebellion,M,Video Games
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,Omega Force,T,Video Games
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5.0,7.0,"Z-Axis, Ltd.",M,Video Games
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,,,Klein Computer Entertainment,E,Video Games
Bullet Girls,PSV,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,Ganbarion,T,Video Games
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,"Z-Axis, Ltd.",T,Video Games
Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,Starfish,E,Video Games
Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7.0,5.0,Creat Studios,E10+,Video Games
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T,Video Games
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,,,,,Namco Bandai Games,,Video Games
Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,,,,,Eighting,T,Video Games
Darksiders II,XOne,2015,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,,,,,,,Video Games
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.5,48.0,"Nintendo, Nintendo Software Technology",E,Video Games
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,High Voltage Software,T,Video Games
Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,,,Konami Computer Entertainment Hawaii,E,Video Games
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5.0,25.0,Spike,M,Video Games
Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,,,Zoo Games,E,Video Games
My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,,,Taito Corporation,E,Video Games
James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,,,n-Space,T,Video Games
Kururin Paradise,GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,M2,E,Video Games
Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,,Koei,,Video Games
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,Koei,M,Video Games
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,Tecmo,E,Video Games
Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,,,Backbone Entertainment,E,Video Games
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45.0,16.0,7.8,10.0,Bec,T,Video Games
F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,EA Sports,E,Video Games
Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.06,,,,,,,Video Games
Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,30.0,"IronNos Co.,Ltd.",T,Video Games
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,8.0,15.0,DreamRift,E,Video Games
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,5.0,Neko Entertainment,T,Video Games
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,6.8,11.0,Pseudo Interactive,T,Video Games
Backyard Hockey,DS,2007,Sports,Atari,0.06,0.0,0.0,0.0,0.06,,,,,Mistic Software,E,Video Games
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T,Video Games
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,,,Sega,T,Video Games
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10.0,Cattle Call,T,Video Games
The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06,57.0,21.0,,,Sega,T,Video Games
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.2,6.0,Ubisoft,T,Video Games
Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,,,Snapdragon,E,Video Games
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,30.0,7.3,8.0,Tecmo,E,Video Games
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.0,0.0,0.01,0.06,55.0,25.0,,,Psyonix,T,Video Games
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,,,Video Games
Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,32.0,9.0,5.8,10.0,Brainbox Games,M,Video Games
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.06,,,7.0,29.0,Vanillaware,T,Video Games
R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73.0,35.0,6.2,70.0,Kunos Simulazioni,E,Video Games
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,11.0,5.4,19.0,Visual Concepts,E10+,Video Games
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,57.0,6.0,,,MBA International,E,Video Games
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,57.0,21.0,7.9,16.0,THQ,T,Video Games
Johnny Test,DS,2011,Platform,505 Games,0.06,0.0,0.0,0.0,0.06,,,0.9,7.0,"505 Games, Sarbakan Inc.",E,Video Games
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,60.0,10.0,5.8,12.0,Spike Chunsoft,T,Video Games
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,12.0,7.7,27.0,Nadeo,E,Video Games
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,82.0,8.0,5.8,173.0,Konami,,Video Games
Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.02,0.0,0.01,0.06,,,,,City Interactive,E,Video Games
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,31.0,8.3,116.0,"Spike Chunsoft, Chime",M,Video Games
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,72.0,11.0,6.4,15.0,Amaze Entertainment,T,Video Games
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.0,8.6,14.0,Koei,T,Video Games
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,68.0,16.0,,,Digital Eclipse,E,Video Games
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,65.0,5.0,8.0,5.0,Konami,E,Video Games
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,61.0,8.0,7.5,15.0,FuRyu,T,Video Games
NHL Legacy,X360,2015,Action,Electronic Arts,0.06,0.0,0.0,0.01,0.06,,,,,,,Video Games
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0.0,0.05,0.0,0.01,0.06,,,,,,,Video Games
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,66.0,9.0,,,Compile Heart,E,Video Games
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,35.0,7.0,4.7,10.0,Nikitova Games,E10+,Video Games
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,,,,,Saffire,E,Video Games
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Power Shovel,PS,2000,Action,JVC,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06,55.0,14.0,7.8,4.0,Racjin,E,Video Games
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,505 Games,E,Video Games
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06,,,4.0,6.0,Virtuos,E10+,Video Games
Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,40.0,4.0,,,Extra Mile Studios,E,Video Games
Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,,,,,Tommo,T,Video Games
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,,,,,,,Video Games
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83.0,8.0,8.7,51.0,Nitro+,M,Video Games
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,40.0,7.6,71.0,Gust,T,Video Games
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,47.0,4.0,,,Crave,E,Video Games
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186.0,Gas Powered Games,E10+,Video Games
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,68.0,36.0,7.9,31.0,Sandlot,T,Video Games
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,68.0,34.0,7.8,14.0,Gust,E10+,Video Games
Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,"Humongous Entertainment, Mistic Software",E,Video Games
There,PS,2002,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
